reviewId,userName,content,score,thumbsUpCount,at,appVersion,year,month,day_of_week,hour,content_clean,is_anonymous_user,char_len,word_count,avg_word_len,exclamation_count,question_count,digit_count,has_url,caps_ratio,emoji_count,repeated_char_flag,is_duplicate_text,dup_text_weight,reviews_by_userName,is_very_short,unique_word_ratio,stopword_ratio,punctuation_ratio,score_extremity,vader_compound,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_vote_count,iso_forest,iso_forest_score,vote_count,is_fake_conservative,is_fake_moderate,is_fake_aggressive
1357b11c-3642-4629-a8d3-4613c4def7a9,A Google user,AAA amazing!!! I am so techno sceptical when it comes to online shopping. There's ALWAYS hidden fees and surcharges. So many things advertised as Canadian that end up being USD( I hate that term) but Amazon has converted me. I ordered bike lights yesterday and they were delivered less than 24 hrs later for the $7.46 advertised!!! They work and I was shocked they showed up before dinner on Thanksgiving Sunday!! I'm a born again Amazonian,5,2,2018-10-07 23:53:52,16.18.0.100,2018,10,6,23,aaa amazing!!! i am so techno sceptical when it comes to online shopping. there's always hidden fees and surcharges. so many things advertised as canadian that end up being usd( i hate that term) but amazon has converted me. i ordered bike lights yesterday and they were delivered less than 24 hrs later for the $7.46 advertised!!! they work and i was shocked they showed up before dinner on thanksgiving sunday!! i'm a born again amazonian,1,440,76,5.789473684210527,8,0,5,0,0.0728862973760933,0,0,0,0.0,1,0,0.868421052631579,0.4473684210526316,0.0386363636363636,2,-0.58,0,0,0,0,1,0,1,0,0,0,2,1,-0.5610960776550808,3,0,1,1
b643bb3f-325b-40f1-a8d1-72368c79a968,A Google user,Warning!!! The Amazon app is a HUGE Mobile Data Hog! It consumed 1/2 a gigabyte of my data in 30 minutes of shopping for Black Friday deals. Whereas my Browser used a fraction of the data the day before! Amazon needs to provide some data savings settings within the app! I'm uninstalling ASAP!,1,0,2018-11-15 17:41:25,16.20.0.100,2018,11,3,17,warning!!! the amazon app is a huge mobile data hog! it consumed 1/2 a gigabyte of my data in 30 minutes of shopping for black friday deals. whereas my browser used a fraction of the data the day before! amazon needs to provide some data savings settings within the app! i'm uninstalling asap!,1,293,53,5.528301886792453,7,0,4,0,0.092511013215859,0,0,0,0.0,1,0,0.7735849056603774,0.3584905660377358,0.0341296928327645,2,0.6371,0,0,0,0,1,0,1,0,0,0,2,1,-0.5181154836524187,3,0,1,1
f5b64753-54f2-42a4-a0aa-f9716c1f2bc6,A Google user,amazon sucks!!!!!! how do yall lose 2 packages!!!! i been waiting since saturday an when i call to see where my packages are... amazon had no idea where they are at..... WISH I HAD AN EXTRA PAIR OF THUMBS... SO I CAN GIVE AMAZON 4 THUMBS DOWN,1,0,2018-12-05 00:08:00,unknown,2018,12,2,0,amazon sucks!!!!!! how do yall lose 2 packages!!!! i been waiting since saturday an when i call to see where my packages are... amazon had no idea where they are at..... wish i had an extra pair of thumbs... so i can give amazon 4 thumbs down,1,242,47,5.148936170212766,10,0,2,0,0.3063583815028902,0,1,0,0.0,1,0,0.8297872340425532,0.4893617021276595,0.0867768595041322,2,0.7549,0,0,0,0,1,0,1,0,0,0,2,1,-0.5578675104828844,3,0,1,1
d2284d15-39c3-4df6-8e5b-4f4ec0859c08,A Google user,"I ordered something on amazon about a year or so ago, as I got a notification somehow this idiots dropped it off in California and I live in kansas !!! Amazon would not do anything about refunding me or tried to do anything about it so ever since I went to Ebay and I been living g happily ever after! !!",1,1,2018-12-06 08:37:55,16.21.0.100,2018,12,3,8,"i ordered something on amazon about a year or so ago, as i got a notification somehow this idiots dropped it off in california and i live in kansas !!! amazon would not do anything about refunding me or tried to do anything about it so ever since i went to ebay and i been living g happily ever after! !!",1,304,61,4.983606557377049,6,0,0,0,0.0337552742616033,0,0,0,0.0,1,0,0.7213114754098361,0.5081967213114754,0.0230263157894736,2,0.8002,0,0,0,0,1,0,1,0,0,0,2,1,-0.5077418947166183,3,0,1,1
8774c958-e7a5-4acf-a1ea-87217949d5ba,A Google user,"I have been a loyal Amazon Prime customer for over 4 years always paying timely to receive the service they promise which is their two day shipping promise. Recently their prices have went up but their service has fell through the basement-Piss Poor!!! I have recieved several damaged packages, and purposely generic not as advertised products as well as damaged products. My last 3 orders in a row, in a week's time were all delayed and in addition I also had a total cancellation. Needless to say they did not meet their Mandatory Guaranteed two day shipping promise. I had to go through 3 or 4 people each time in customer service after constant rude disconnections and 3 failed promises to be called back/contacted to get the same false promises of immediately correcting and expedited my order..etc and how it wont happen again....for the 3rd time! Then far as the compensation goes I was offered a mere petty $5 promo each time and after I told them that is beyond under enough for the 3rd time they told me that was their max!?😡🤬 All in all I missed dates for which I was buying gifts for people as well as vital necessities I needed for myself, I would not recommend you waste your money on this faulty false-advertising service through a company that over charges and doesn't value their loyal customers. I personally would recommend Walmart, they are free and you receive your orders timely! Dont waste your money or precious time and peace of mind with the headache and false claims of Amazon. I am discontinuing my service as of today!!!!",1,0,2018-12-10 12:01:06,16.21.0.100,2018,12,0,12,"i have been a loyal amazon prime customer for over 4 years always paying timely to receive the service they promise which is their two day shipping promise. recently their prices have went up but their service has fell through the basement-piss poor!!! i have recieved several damaged packages, and purposely generic not as advertised products as well as damaged products. my last 3 orders in a row, in a week's time were all delayed and in addition i also had a total cancellation. needless to say they did not meet their mandatory guaranteed two day shipping promise. i had to go through 3 or 4 people each time in customer service after constant rude disconnections and 3 failed promises to be called back/contacted to get the same false promises of immediately correcting and expedited my order..etc and how it wont happen again....for the 3rd time! then far as the compensation goes i was offered a mere petty $5 promo each time and after i told them that is beyond under enough for the 3rd time they told me that was their max!?😡🤬 all in all i missed dates for which i was buying gifts for people as well as vital necessities i needed for myself, i would not recommend you waste your money on this faulty false-advertising service through a company that over charges and doesn't value their loyal customers. i personally would recommend walmart, they are free and you receive your orders timely! dont waste your money or precious time and peace of mind with the headache and false claims of amazon. i am discontinuing my service as of today!!!!",1,1550,272,5.698529411764706,10,1,8,0,0.0210355987055016,1,1,0,0.0,1,0,0.5808823529411765,0.4816176470588235,0.0212903225806451,2,0.8485,0,0,0,0,1,0,1,0,0,0,2,1,-0.616785933477283,3,0,1,1
87b5ac66-affa-4a6e-91ef-1a70e08a8b97,A Google user,"SO! came home from deployment as an active US NAVY sailor for the holidays. I decided to order all parts needed to build a brand new computer from scratch, after placing all needed parts to build my computer and only having a week and a half of home time I was so excited for the arrival of all parts to come in, BUT! after four days of placing the order and having all $1500 come out of my account, AMAZON  decides to not only canceled my order without notice but also erase all evidence of it! after calling several times and speaking to a so call SUPERVISOR, not only am I not getting my orders in time for Christmas or at all, I can't get my money refunded in time either.  I expressed my departure right after the break and AMAZON showed no sympathy  for either my items or my money. Thanks for your support to the military. NOT!!!!!!!!",1,0,2018-12-23 02:56:57,16.21.0.100,2018,12,6,2,"so! came home from deployment as an active us navy sailor for the holidays. i decided to order all parts needed to build a brand new computer from scratch, after placing all needed parts to build my computer and only having a week and a half of home time i was so excited for the arrival of all parts to come in, but! after four days of placing the order and having all $1500 come out of my account, amazon decides to not only canceled my order without notice but also erase all evidence of it! after calling several times and speaking to a so call supervisor, not only am i not getting my orders in time for christmas or at all, i can't get my money refunded in time either. i expressed my departure right after the break and amazon showed no sympathy for either my items or my money. thanks for your support to the military. not!!!!!!!!",1,838,159,5.270440251572327,11,0,4,0,0.0657492354740061,0,1,0,0.0,1,0,0.5911949685534591,0.490566037735849,0.0261593341260404,2,0.9639,0,0,0,0,1,0,1,0,0,0,2,1,-0.5936613391210275,3,0,1,1
f977b1e1-6556-487f-b679-35b6d605bb7a,A Google user,"AMAZON PRIME IS AWESOME!!!! IF YOU SHOP ONLINE IT'S THE SAFEST WAY, YOUR CREDIT CARDS AREN'T ALL OVER THE INTERNET. IF YOU WANT IT, AMAZON'S GOT IT. !!!@!",5,0,2019-01-03 19:24:40,16.21.0.100,2019,1,3,19,"amazon prime is awesome!!!! if you shop online it's the safest way, your credit cards aren't all over the internet. if you want it, amazon's got it. !!!@!",1,154,28,5.5,8,0,0,0,1.0,0,1,0,0.0,1,0,0.8928571428571429,0.4285714285714285,0.1038961038961039,2,0.9081,0,0,1,0,1,0,0,0,0,0,2,1,-0.5877325692461626,3,0,1,1
0d551bae-bcc2-4988-9379-c32f76ab23b5,A Google user,"LATEST UPDATE KILLED THIS APP!!! IT IS ABSOLUTELY TERRIBLE. LAGS AND LAGS. FIX IT, IT'S WORSE THAN THE WALMART APP!!!",1,2,2019-01-28 23:33:08,18.2.0.100,2019,1,0,23,"latest update killed this app!!! it is absolutely terrible. lags and lags. fix it, it's worse than the walmart app!!!",1,117,20,5.85,6,0,0,0,1.0,0,0,0,0.0,1,0,0.95,0.35,0.0854700854700854,2,-0.9566,0,0,1,0,1,0,0,0,0,0,2,1,-0.6005899207930838,3,0,1,1
ce26f43a-c54b-41a0-a7e4-f937f4c42bd5,A Google user,"POS - LESS THAN NO SUPPORT: THEY WILL MAKE SYS DESTRUCT! SINCE UPDATE DATE : TREATS OF FUTURE SUPPORT BEING WITHDRAWN & THE APP BEING DISABLED( IT WAS): WITH NO WAY TO , USE, ACCESS, CHANGE OR DELETE PASSWORDS, CREDIT CARDS ETC OR ORDER, CHECK ORDERS OR GET SATISFACTION OF RETURN OR REFUND! NONE OF YOUR DEVICES, OR , PUBLIC ONES CAN ACCESS! The update failed in OCTOBER- HAS NOT WORKED SINCE! OVER 2100 + 509 X & 576 HRS IN CONTACT, NG WITH AMAZON: OFF SHORE PIRATE CUS. SER. I'M LOCKED! BIG POS💩",1,0,2019-02-11 11:53:49,unknown,2019,2,0,11,"pos - less than no support: they will make sys destruct! since update date : treats of future support being withdrawn & the app being disabled( it was): with no way to , use, access, change or delete passwords, credit cards etc or order, check orders or get satisfaction of return or refund! none of your devices, or , public ones can access! the update failed in october- has not worked since! over 2100 + 509 x & 576 hrs in contact, ng with amazon: off shore pirate cus. ser. i'm locked! big pos💩",1,498,94,5.297872340425532,5,0,10,0,0.9564032697547684,1,0,0,0.0,1,0,0.851063829787234,0.3191489361702128,0.0522088353413654,2,0.6237,0,0,1,0,0,0,1,0,0,0,2,1,-0.623832830163534,3,0,1,1
687b5a62-d31d-49de-bc1d-8e4ef4fff05f,A Google user,"I wish that I could give the a zero! have been a loyal customer for years. sense I started shopping on amazon there customer service has got continually worse and so has there shipping. It may be free but not guaranteed like they say. should take 2months to get a package, no matter where it comes from. Don't believe in there guarantees, you will have to deal with a multitude of CS agents and even after a week or 2 of dealing with the issue you are not guaranteed to guarantee. GOOD LUCK!!!!!!!!!",1,48,2019-02-14 22:12:32,18.3.0.100,2019,2,3,22,"i wish that i could give the a zero! have been a loyal customer for years. sense i started shopping on amazon there customer service has got continually worse and so has there shipping. it may be free but not guaranteed like they say. should take 2months to get a package, no matter where it comes from. don't believe in there guarantees, you will have to deal with a multitude of cs agents and even after a week or 2 of dealing with the issue you are not guaranteed to guarantee. good luck!!!!!!!!!",1,499,93,5.365591397849462,10,0,2,0,0.0387596899224806,0,1,0,0.0,1,0,0.7741935483870968,0.5268817204301075,0.0360721442885771,2,0.6178,0,0,0,0,1,0,1,0,0,0,2,1,-0.5581117406689207,3,0,1,1
